x y
0.00239752055135 0.0782503399616
0.00264386623864 0.0889703668313
0.00419682367325 0.108307744634
0.00468660376627 0.116420326992
0.00480729908614 0.118607205533
0.00497262980953 0.120000150901
0.00529289963164 0.117766168746
0.0043923522036 0.114901505796
0.00492942449457 0.117168013292
0.00436158199416 0.110259793829
0.00462135634205 0.115826860733
0.00424002861972 0.115476251358
0.00527109129004 0.12201957436
0.00493131615811 0.120165259633
0.00494354400914 0.120292173694
0.00481521402634 0.117817497742
0.00462987907237 0.113376585015
0.00523074686656 0.1216387089
0.00496424916624 0.118405512181
0.00445842996821 0.117110329595
0.00563987419676 0.124137121966
0.00496566764557 0.117972253053
0.00515029162951 0.118812476245
0.00468149329345 0.110835706972
0.00429870423982 0.110128074243
0.00447072927425 0.114916734774
0.00433360588913 0.112232163346
0.00393928598958 0.109823304021
0.00491460846827 0.116323353826
0.00449287187415 0.116861731544
0.00439067871507 0.112467785272
0.00476816034074 0.115354991329
0.00583476115903 0.127970727735
0.00427920814411 0.119162447622
0.00451163036868 0.116234811886
0.00477514482624 0.11879284947
0.00469883273818 0.117940449005
0.00501885661201 0.117180455159
0.00394962495299 0.109546944416
0.0105078136082 0.150977267375
0.00467690666012 0.116999069288
0.00441403630206 0.111688775808
0.00476085615618 0.113828858402
0.00488990199242 0.116137296131
0.00551468549253 0.122991763079
0.00521806800984 0.119427737277
0.00508674895213 0.117912433471
0.00436140126162 0.116643034753
0.005337692566 0.1209221361
0.00454545454545 0.100017409471
0.00407827807931 0.115627983335
0.00581952257151 0.120540525733
0.00367119569788 0.105770734448
0.00471252664088 0.120999228534
0.00470894974782 0.115130748098
0.00510944719843 0.119993363796
0.00444514847735 0.114493602896
0.0055609251826 0.132595434147
0.00529512988398 0.120965756224
0.00529944120991 0.119607985073
0.00465464988916 0.122660991939
0.00492496754831 0.117717478745
0.00601125568006 0.138453421469
0.00467125713147 0.116743049015
0.00565717637148 0.121435813588
0.00500613656155 0.121265261398
0.00611754431435 0.124487599989
0.00491752776718 0.115973847146
0.00474717720677 0.115939382422
0.00511769951068 0.117674661656
0.0042733578045 0.111550283092
0.00486437732392 0.117129714562
0.00438099092824 0.115336627182
0.0048470694558 0.116441408175
0.00502957283139 0.115533799372
0.00515530475408 0.119376219255
0.00431700643385 0.110720923816
0.00497469799887 0.116857341324
0.00535395973784 0.123844799092
0.00483844583259 0.117174917539
0.00492603069859 0.11180463381
0.00479146550025 0.116210625626
0.00464368216035 0.11723777866
0.00447550851679 0.116796396052
0.00502432043918 0.116982573713
0.00482482233421 0.116119289038
0.00486391920815 0.119642464603
0.00434899506279 0.115025457899
0.00530844172372 0.122219200075
0.00416938659503 0.113813089819
0.00425161879699 0.111778829889
0.00457920323397 0.11595122241
0.00448871951546 0.119763785303
0.00516113693877 0.11861931473
0.00426157884127 0.11206392502
0.00457752546855 0.11729194822
0.00482569022475 0.117825331096
0.00541549255894 0.119355870708
0.0045292446368 0.114778230504
0.00387967933608 0.113785222066
0.00425125301986 0.110503401662
0.00561136298551 0.117279063659
0.00576372137631 0.123256287029
0.00502569742058 0.116376913727
0.00519054411763 0.1202019284
0.00390890196434 0.117825008809
0.00558377535785 0.119612666416
0.00502284781863 0.125832672499
0.00449500596939 0.121497175678
0.00488767721344 0.116390622604
0.00447994725577 0.114302107476
0.00450804208189 0.112332472585
0.00495503924631 0.115202514286
0.00466659957647 0.114673561094
0.00461990262958 0.114142974962
0.0052242495449 0.120055718285
0.00501194120273 0.117533819635
0.0048394149845 0.118854331889
0.00479840685113 0.117610218591
0.00430045922689 0.114941878831
0.00498418561287 0.115291858732
0.00448340258349 0.108222242381
0.00727732838623 0.133579313695
0.00466383324244 0.114160359753
0.00424496923457 0.108562386171
0.00450619940298 0.113289978795
0.00586586109007 0.119876324882
0.00463926355362 0.118885037394
0.00505025593586 0.118951237717
0.00472628329564 0.117186081842
0.00438694111392 0.111806177549
0.00494072064761 0.119666606634
0.00444748036652 0.116123321518
0.00484761008823 0.116933584581
0.00471582164489 0.116734869599
0.00514611687574 0.119835388751
0.0046923634133 0.118881886869
0.00380795844346 0.106889675068
0.00386156605675 0.108439536872
0.00612016947863 0.11784292315
0.00448293020293 0.116918492577
0.00357392357365 0.117939107116
0.00490059198192 0.119239756524
0.00452668789873 0.113884852929
0.00469871468925 0.11608288003
0.00608767642224 0.128404552379
0.00486230567886 0.112375100816
0.00480658307006 0.103906941022
0.00224580479141 0.0965369583212
0.010509212558 0.12312306556
0.00418322113255 0.113203682768
0.00506198620392 0.109854118986
0.00447112540974 0.110143105004
0.00389175204843 0.110607178749
0.00514449989432 0.12016465529
0.00389021327033 0.106452218104
0.00462198250472 0.113105879893
0.00471446238785 0.111815300696
0.00495391428457 0.118208520004
0.00430392140472 0.11295692058
0.00440966325244 0.117461628704
0.00449600672819 0.116808747604
0.00448079591547 0.113147063193
0.00431698336562 0.113985973277
0.00472658990426 0.114815605708
0.00484448033661 0.112752392414
0.00502070259488 0.119624360308
0.00471838853835 0.11735855796
0.00529118395323 0.127040077568
0.00500326569157 0.11259817398
0.00487925275581 0.114771517207
0.00507824033703 0.117552048431
0.00397618454279 0.109236242579
0.00516081612207 0.122844464219
0.00513543084824 0.120998572668
0.00483109989122 0.11336791262
0.00519887161588 0.117521330431
0.00555191686957 0.104602707665
0.0046388165178 0.112319736281
0.00364831102029 0.106657000681
0.00454694005545 0.118425685355
0.00324286161742 0.10428695906
0.00455609383618 0.114406165916
0.00438494709225 0.111465118354
0.00474960337751 0.118496088003
0.00536127462285 0.122542195281
0.00396533607904 0.112938959607
0.00350134236446 0.116280338902
0.00484109497585 0.120003732449
0.00479180001789 0.11962809128
0.00549804171767 0.123163390484
0.00439620226438 0.118910331884
0.00513493048863 0.118705337736
0.00445127281735 0.113316138997
0.00435824716504 0.108179481484
0.00401049239027 0.108707276272
0.0051738997502 0.117436507092
0.00396216985058 0.111301960027
0.00489211251851 0.111395942925
0.00511857484484 0.121958303258
0.00461771291069 0.116085072431
0.00362698600747 0.0929788181377
0.00478344513111 0.114707634611
0.00425313412945 0.109117703554
0.00488930011897 0.117823328629
0.00438790381179 0.114334421973
0.00437050477575 0.110667818446
0.00458996448739 0.10586602514
0.00476314252909 0.116012401564
0.00538376950365 0.120402736597
0.00447143778492 0.114548575748
0.00446944134455 0.112454800893
0.00439624344493 0.109688576331
0.00499940632331 0.118151378276
0.00416049709321 0.113145940268
0.00458582468017 0.115235527653
0.00502928579871 0.120399330823
0.00493183168783 0.11645022505
0.00424238787326 0.111054102944
0.00508186046996 0.118529457897
0.00572756759475 0.126337999552
0.00431984916221 0.113591884096
0.00489630031453 0.115634504679
0.00500263567929 0.118730195028
0.00488645469168 0.118698010202
0.00483921971212 0.115798163933
0.00462990039574 0.11466157089
0.0147283914209 0.224865316156
0.00453890254215 0.114979101532
0.00470301076168 0.11520135609
0.00400538777598 0.111846634519
0.00436672068716 0.11397912481
0.00533671315361 0.12004189424
0.00516217384063 0.12324941352
0.00520714898859 0.123022234434
0.0051845486556 0.121271730902
0.00498418901733 0.120586723291
0.005106563131 0.131692818696
0.00491714328605 0.120772738071
0.00449273170528 0.118471207663
0.00483810587423 0.118469778626
0.00384532945902 0.112469188439
0.00471366381817 0.11987600068
0.00491625452215 0.117401912522
0.00429231358404 0.114612527145
0.00449253549267 0.126764951792
0.00492106433208 0.118649905492
0.00609711937463 0.136291704281
0.00559915065808 0.124814301241
0.00460758901841 0.111925454074
0.00469573122396 0.11418394797
0.00459380119323 0.114248045103
0.00438515913274 0.113755476053
0.00439481484836 0.115792841565
0.00453740724079 0.116264111438
0.00456665267219 0.112594723631
0.00530134135582 0.123683236656
0.00451353147765 0.115721477341
0.00513438881861 0.118180959483
0.00492714033769 0.118317085119
0.00531321093024 0.119221858214
0.00457531718909 0.115294646268
0.00451627412413 0.11241627409
0.00503703505418 0.117760076689
0.00443029904809 0.115003948223
0.00519491872546 0.119549345353
0.00435240572862 0.110241391551
0.00459838714083 0.115763425711
0.00484952405696 0.120844541715
0.00477201115851 0.117793115
0.00477149956802 0.116878506715
0.00436127888264 0.114867893005
0.00496512021453 0.118832740598
0.00470425189656 0.118011444991
0.00473605836354 0.117914587366
0.00462804470856 0.120077871137
0.00463593175888 0.115854800847
0.00571410910333 0.125367587025
0.00478062457271 0.117071384764
0.00487083592497 0.118605033435
0.00446040618545 0.12035684295
0.00446868272959 0.114572061938
0.0046917014276 0.10657337979
0.00388176186828 0.104201141452
0.00494186370818 0.116158989822
0.00644797486317 0.127893334162
0.00445210885135 0.113707789024
0.00513216555369 0.122080874978
0.00447933855561 0.112553268368
0.0044910482712 0.110973329265
0.00426575645538 0.120575690358
0.00501494222575 0.125199408798
0.0051028458914 0.122159708255
0.0036692729558 0.111020058676
0.00491566573859 0.120384009128
0.00416273144914 0.113890993471
0.00431850006338 0.110811369549
0.00422696076571 0.111733575083
0.00397347525211 0.110474568878
0.00504928019562 0.121439219233
0.0046062635355 0.112787850317
0.00441097221766 0.114497360414
0.00485769708824 0.119689311157
0.00535209105597 0.122839109144
0.00464077809581 0.118457344922
0.00480082200651 0.118078437812
0.00481110038274 0.115984046144
0.00484286385143 0.118048160276
0.00481556218907 0.114469089483
0.0051795226349 0.124731820437
0.00402516733102 0.110812596841
0.00452939701869 0.117750328235
0.00483194133878 0.118205016418
0.00499812009438 0.11821069188
0.0052834725186 0.125785603517
0.00509861162208 0.124178757504
0.00466614744244 0.117446156054
0.00475219347538 0.117003615522
0.00501420366378 0.117513005134
0.00496636127493 0.118270407889
0.00511942721709 0.104213001271
0.00523985938832 0.117456151468
0.00415267520418 0.114098789703
0.00366620832046 0.110266964292
0.00482818727051 0.114481065775
0.0045640898653 0.114089661817
0.00441279261445 0.116598980725
0.00460481318684 0.116581497696
0.00530154982525 0.125284129997
0.00339702845007 0.102471899916
0.00506626530384 0.119069807969
0.00525933161064 0.120695200404
0.00439161902896 0.114397349686
0.00459268804722 0.113862686376
0.00535372081196 0.125113925819
0.00491450807281 0.120997224803
0.00491562297244 0.119829781088
0.00454356906898 0.117585941187
0.00460468000676 0.119969757448
0.00428554818824 0.115167780605
0.00439008426076 0.114207071808
0.004134900616 0.112701684513
0.0051549204868 0.114510914521
0.00412816031752 0.106342535588
0.00451136926653 0.111443204584
0.00437698791433 0.108884404948
0.00419236164004 0.107949482386
0.00469485797974 0.116508617008
0.00486089157676 0.114613217968
0.00392600531497 0.107845132287
0.00387412220613 0.10636560777
0.00397771559222 0.107682972759
0.00510940598353 0.116163697451
0.00403104350025 0.110995188868
0.00367155499708 0.107571612943
0.00406464067662 0.108669399117
0.00426261909151 0.116313327291
0.00426966890164 0.115484990894
0.00453170911895 0.118958914648
0.0041248237881 0.108193815221
0.00465944514164 0.113581333779
0.00465187983694 0.1131678628
0.00389059680001 0.108733268993
0.00334306536101 0.104062044631
0.00709025724162 0.137462908666
0.00447265693835 0.113050622381
0.00333099498559 0.0988672432303
