5717.0, 2.8957017616529437e-07
10601.82, 2.261731553480406e-07
15486.64, 2.0732539240237057e-07
20371.46, 2.1075225839249237e-07
25256.28, 2.2274628935791877e-07
30141.1, 2.929970421554162e-07
35025.92, 3.0156420713072076e-07
39910.73999999999, 4.5063287770102026e-07
44795.56, 5.911343832960152e-07
49680.37999999999, 9.081194873822842e-07
54565.2, 2.9248301225689793e-06
59450.01999999999, 9.831678525659522e-06
64334.84, 2.3820145497336786e-05
69219.66, 3.950833800011461e-05
74104.47999999998, 3.414186585958382e-05
78989.29999999999, 1.6675129907932785e-05
83874.12, 8.070269406736891e-06
88758.94, 6.046705039569974e-06
93643.75999999998, 5.018645242533423e-06
98528.57999999999, 4.667391478545921e-06
103413.4, 4.302430250597948e-06
108298.22, 4.011146641437605e-06
113183.03999999998, 3.997439177477118e-06
118067.85999999999, 4.122519786116552e-06
122952.68, 4.624555653669399e-06
127837.5, 4.859295973992744e-06
132722.32, 5.2019825730049565e-06
137607.13999999998, 5.102603459291394e-06
142491.96, 4.086537693220273e-06
147376.78000000003, 2.630119647418514e-06
152261.59999999998, 1.5626508914955508e-06
157146.41999999998, 8.789911264662473e-07
162031.24, 5.311642284688824e-07
166916.06, 4.6091347567138507e-07
171800.88, 4.14650784804743e-07
176685.69999999998, 3.632477949529132e-07
181570.52, 3.392597330220604e-07
186455.34000000003, 2.7586271220480836e-07
191340.15999999997, 2.535880832690148e-07
196224.97999999998, 2.947104751504767e-07
201109.8, 2.7072241321962394e-07
205994.62, 2.5872838225419755e-07
210879.44, 2.433074852986508e-07
215764.25999999998, 2.2617315534804026e-07
220649.08, 2.1760599037273572e-07
225533.90000000002, 1.936179284418841e-07
230418.71999999997, 1.696298665110302e-07
235303.53999999998, 1.1480001066908103e-07
240188.36, 1.5934926854066473e-07
245073.18, 1.422149385900556e-0
